"","Name","HighSchool","Position","Rating","NIL.Valuation","Followers","Last.Team","PastConf","New.Team","NewConf","didTransfer","binomialRep"
"1283","Justin Kirkland",NA,NA,NA,NA,NA,"utah tech trailblazers",NA,NA,NA,"Yes",1
"1284","Austin Firestone",NA,NA,NA,NA,NA,"northwestern wildcats","Big Ten",NA,NA,"Yes",1
"1285","Bishop Thomas",NA,NA,NA,NA,NA,"florida state seminoles","ACC",NA,NA,"Yes",1
"1286","Tristan Monday",NA,NA,NA,NA,NA,"wisconsin badgers","Big Ten",NA,NA,"Yes",1
"1287","Tico Brown",NA,NA,NA,NA,NA,"missouri state bears","Missouri Valley",NA,NA,"Yes",1
"1288","Quincy Ledet",NA,NA,NA,NA,NA,"louisiana monroe warhawks",NA,NA,NA,"Yes",1
"1289","Chazz Wallace",NA,NA,NA,NA,NA,"old dominion monarchs","Sun Belt",NA,NA,"Yes",1
"1290","Omarr Norman-Lott",NA,NA,NA,NA,NA,"arizona state sun devils","Pac-12",NA,NA,"Yes",1
"1291","Jalen Hunt",NA,NA,NA,NA,NA,"michigan state spartans","Big Ten",NA,NA,"Yes",1
"1292","Dashaun Mallory",NA,NA,NA,NA,NA,"michigan state spartans","Big Ten",NA,NA,"Yes",1
"1293","Joseph Mason",NA,NA,NA,NA,NA,"louisiana tech bulldogs","C-USA",NA,NA,"Yes",1
"1294","Adin Huntington",NA,NA,NA,NA,NA,"kent state golden flashes","MAC",NA,NA,"Yes",1
"1295","Landyn Watson",NA,NA,NA,NA,NA,"tcu horned frogs","Big 12",NA,NA,"Yes",1
"1296","Davoan Hawkins",NA,NA,NA,NA,NA,"tennessee state tigers","Big South-OVC",NA,NA,"Yes",1
"1297","Paris Shand",NA,NA,NA,NA,NA,"arizona wildcats","Pac-12",NA,NA,"Yes",1
"1298","Jordan Burch",NA,NA,NA,NA,NA,"south carolina gamecocks","SEC",NA,NA,"Yes",1
"1299","Javontae Jean-Baptiste",NA,NA,NA,NA,NA,"ohio state buckeyes","Big Ten",NA,NA,"Yes",1
"1300","Rondell Bothroyd",NA,NA,NA,NA,NA,"wake forest demon deacons","ACC",NA,NA,"Yes",1
"1301","Chase Carter",NA,NA,NA,NA,NA,"michigan state spartans","Big Ten",NA,NA,"Yes",1
"1302","Oluwaseyi Omotosho",NA,NA,NA,NA,NA,"wyoming cowboys","Mountain West",NA,NA,"Yes",1
"1303","Josaiah Stewart",NA,NA,NA,NA,NA,"coastal carolina chanticleers","Sun Belt",NA,NA,"Yes",1
"1304","Steve Linton",NA,NA,NA,NA,NA,"syracuse orange","ACC",NA,NA,"Yes",1
"1305","Clayton Smith",NA,NA,NA,NA,NA,"oklahoma sooners","Big 12",NA,NA,"Yes",1
"1306","Tunmise Adeleye",NA,NA,NA,NA,NA,"texas am aggies",NA,NA,NA,"Yes",1
"1307","Isaac Ukwu",NA,NA,NA,NA,NA,"james madison dukes","Sun Belt",NA,NA,"Yes",1
"1308","Derrick McLendon",NA,NA,NA,NA,NA,"florida state seminoles","ACC",NA,NA,"Yes",1
"1309","Anthony Goodlow",NA,NA,NA,NA,NA,"tulsa golden hurricane","American",NA,NA,"Yes",1
"1310","Stephen Herron Jr.",NA,NA,NA,NA,NA,"stanford cardinal","Pac-12",NA,NA,"Yes",1
"1311","Byron Vaughns",NA,NA,NA,NA,NA,"utah state aggies","Mountain West",NA,NA,"Yes",1
"1312","Darian Varner",NA,NA,NA,NA,NA,"temple owls","American",NA,NA,"Yes",1
"1313","Zach Durfee",NA,NA,NA,NA,NA,"sioux falls cougars",NA,NA,NA,"Yes",1
"1314","Shane Cokes",NA,NA,NA,NA,NA,"dartmouth big green","Ivy",NA,NA,"Yes",1
"1315","Donnell Brown",NA,NA,NA,NA,NA,"saint francis pa red flash",NA,NA,NA,"Yes",1
"1316","Anthony Campbell",NA,NA,NA,NA,NA,"louisiana monroe warhawks",NA,NA,NA,"Yes",1
"1317","John Morgan",NA,NA,NA,NA,NA,"pittsburgh panthers","ACC",NA,NA,"Yes",1
"1318","Sav'ell Smalls",NA,NA,NA,NA,NA,"washington huskies","Pac-12",NA,NA,"Yes",1
"1319","Donell Harris",NA,NA,NA,NA,NA,"texas am aggies",NA,NA,NA,"Yes",1
"1320","Jordan Domineck",NA,NA,NA,NA,NA,"arkansas razorbacks","SEC",NA,NA,"Yes",1
"1321","Shaun Peterson Jr.",NA,NA,NA,NA,NA,"fiu golden panthers",NA,NA,NA,"Yes",1
"1322","Marcus Burris",NA,NA,NA,NA,NA,"texas am aggies",NA,NA,NA,"Yes",1
"1323","Noah Potter",NA,NA,NA,NA,NA,"cincinnati bearcats","Big 12",NA,NA,"Yes",1
"1324","Isaiah Bagnah",NA,NA,NA,NA,NA,"boise state broncos","Mountain West",NA,NA,"Yes",1
"1325","Cam Robertson",NA,NA,NA,NA,NA,"north texas mean green","American",NA,NA,"Yes",1
"1326","Drew Tuazama",NA,NA,NA,NA,NA,"uab blazers","American",NA,NA,"Yes",1
"1327","Derrick Harris Jr.",NA,NA,NA,NA,NA,"texas longhorns","Big 12",NA,NA,"Yes",1
"1328","Dylan Brooks",NA,NA,NA,NA,NA,"auburn tigers","SEC",NA,NA,"Yes",1
"1329","Travion Ford",NA,NA,NA,NA,NA,"missouri tigers","SEC",NA,NA,"Yes",1
"1330","Kevonte Henry",NA,NA,NA,NA,NA,"oklahoma sooners","Big 12",NA,NA,"Yes",1
"1331","Shambre Jackson",NA,NA,NA,NA,NA,"florida state seminoles","ACC",NA,NA,"Yes",1
"1332","Drew Moss",NA,NA,NA,NA,NA,"lamar cardinals","Southland",NA,NA,"Yes",1
"1333","Caleb Shaffer",NA,NA,NA,NA,NA,"miami oh redhawks",NA,NA,NA,"Yes",1
"1334","LaDarius Henderson",NA,NA,NA,NA,NA,"arizona state sun devils","Pac-12",NA,NA,"Yes",1
"1335","Spencer Holstege",NA,NA,NA,NA,NA,"purdue boilermakers","Big Ten",NA,NA,"Yes",1
"1336","Ben Coleman",NA,NA,NA,NA,NA,"california golden bears","Pac-12",NA,NA,"Yes",1
"1337","Junior Angilau",NA,NA,NA,NA,NA,"texas longhorns","Big 12",NA,NA,"Yes",1
"1338","Rusty Staats",NA,NA,NA,NA,NA,"western kentucky hilltoppers","C-USA",NA,NA,"Yes",1
"1339","Jake Renfro",NA,NA,NA,NA,NA,"cincinnati bearcats","Big 12",NA,NA,"Yes",1
"1340","Troy Everett",NA,NA,NA,NA,NA,"appalachian state mountaineers","Sun Belt",NA,NA,"Yes",1
"1341","Willie Lampkin",NA,NA,NA,NA,NA,"coastal carolina chanticleers","Sun Belt",NA,NA,"Yes",1
"1342","Ben Christman",NA,NA,NA,NA,NA,"ohio state buckeyes","Big Ten",NA,NA,"Yes",1
"1343","Max Longman",NA,NA,NA,NA,NA,"massachusetts minutemen",NA,NA,NA,"Yes",1
"1344","Hunter Deyo",NA,NA,NA,NA,NA,"iowa state cyclones","Big 12",NA,NA,"Yes",1
"1345","Caleb Etienne",NA,NA,NA,NA,NA,"oklahoma state cowboys","Big 12",NA,NA,"Yes",1
"1346","Luke Kandra",NA,NA,NA,NA,NA,"louisville cardinals","ACC",NA,NA,"Yes",1
"1347","Jack Bailey",NA,NA,NA,NA,NA,"kent state golden flashes","MAC",NA,NA,"Yes",1
"1348","Dylan Senda",NA,NA,NA,NA,NA,"northwestern wildcats","Big Ten",NA,NA,"Yes",1
"1349","Jack Hasz",NA,NA,NA,NA,NA,"buffalo bulls","MAC",NA,NA,"Yes",1
"1350","Nishad Strother",NA,NA,NA,NA,NA,"east carolina pirates","American",NA,NA,"Yes",1
"1351","Jake Hornibrook",NA,NA,NA,NA,NA,"stanford cardinal","Pac-12",NA,NA,"Yes",1
"1352","Tyler Brown",NA,NA,NA,NA,NA,"jackson state tigers","SWAC",NA,NA,"Yes",1
"1353","Logan Parr",NA,NA,NA,NA,NA,"texas longhorns","Big 12",NA,NA,"Yes",1
"1354","Corey Bullock",NA,NA,NA,NA,NA,"north carolina central eagles","MEAC",NA,NA,"Yes",1
"1355","Myles Murao",NA,NA,NA,NA,NA,"washington huskies","Pac-12",NA,NA,"Yes",1
"1356","Tavon Matthews",NA,NA,NA,NA,NA,"etsu buccaneers",NA,NA,NA,"Yes",1
"1357","John Paul Flores",NA,NA,NA,NA,NA,"virginia cavaliers","ACC",NA,NA,"Yes",1
"1358","Matthew Wykoff",NA,NA,NA,NA,NA,"texas am aggies",NA,NA,NA,"Yes",1
"1359","Jakai Clark",NA,NA,NA,NA,NA,"miami hurricanes","ACC",NA,NA,"Yes",1
"1360","Jake Wiley",NA,NA,NA,NA,NA,"colorado buffaloes","Pac-12",NA,NA,"Yes",1
"1361","Coltin Deery",NA,NA,NA,NA,NA,"maryland terrapins","Big Ten",NA,NA,"Yes",1
"1362","Paul Maile",NA,NA,NA,NA,NA,"utah utes","Pac-12",NA,NA,"Yes",1
"1363","Peyton Dunn",NA,NA,NA,NA,NA,"louisiana monroe warhawks",NA,NA,NA,"Yes",1
"1364","Lucas Taylor",NA,NA,NA,NA,NA,"mississippi state bulldogs","SEC",NA,NA,"Yes",1
"1365","Weylin Lapuaho",NA,NA,NA,NA,NA,"utah state aggies","Mountain West",NA,NA,"Yes",1
"1366","Jalen Grant",NA,NA,NA,NA,NA,"bowling green falcons","MAC",NA,NA,"Yes",1
"1367","PJ Williams",NA,NA,NA,NA,NA,"texas am aggies",NA,NA,NA,"Yes",1
"1368","Clark Barrington",NA,NA,NA,NA,NA,"byu cougars","Big 12",NA,NA,"Yes",1
"1369","Dalton Cooper",NA,NA,NA,NA,NA,"texas state bobcats","Sun Belt",NA,NA,"Yes",1
"1370","Grant Starck",NA,NA,NA,NA,NA,"nevada wolf pack","Mountain West",NA,NA,"Yes",1
"1371","Joe Huber",NA,NA,NA,NA,NA,"cincinnati bearcats","Big 12",NA,NA,"Yes",1
"1372","Cam'Ron Johnson",NA,NA,NA,NA,NA,"houston cougars","Big 12",NA,NA,"Yes",1
"1373","Mason Lunsford",NA,NA,NA,NA,NA,"maryland terrapins","Big Ten",NA,NA,"Yes",1
"1374","Myles Hinton",NA,NA,NA,NA,NA,"stanford cardinal","Pac-12",NA,NA,"Yes",1
"1375","Eric Miller",NA,NA,NA,NA,NA,"purdue boilermakers","Big Ten",NA,NA,"Yes",1
"1376","Deshawn Woods",NA,NA,NA,NA,NA,"wyoming cowboys","Mountain West",NA,NA,"Yes",1
"1377","Tommy Brockermeyer",NA,NA,NA,NA,NA,"alabama crimson tide","SEC",NA,NA,"Yes",1
"1378","Logan Brown",NA,NA,NA,NA,NA,"wisconsin badgers","Big Ten",NA,NA,"Yes",1
"1379","Campbell Barrington",NA,NA,NA,NA,NA,"byu cougars","Big 12",NA,NA,"Yes",1
"1380","Caleb Johnson",NA,NA,NA,NA,NA,"notre dame fighting irish","Independent",NA,NA,"Yes",1
"1381","Bram Walden",NA,NA,NA,NA,NA,"oregon ducks","Pac-12",NA,NA,"Yes",1
"1382","Hyrin White",NA,NA,NA,NA,NA,"missouri tigers","SEC",NA,NA,"Yes",1
"1383","Jaylen Garth",NA,NA,NA,NA,NA,"texas longhorns","Big 12",NA,NA,"Yes",1
"1384","Marcellus Johnson",NA,NA,NA,NA,NA,"eastern michigan eagles","MAC",NA,NA,"Yes",1
"1385","Jacob Hood",NA,NA,NA,NA,NA,"georgia bulldogs","SEC",NA,NA,"Yes",1
"1386","Aaron Frost",NA,NA,NA,NA,NA,"nevada wolf pack","Mountain West",NA,NA,"Yes",1
"1387","Kiyaunta Goodwin",NA,NA,NA,NA,NA,"kentucky wildcats","SEC",NA,NA,"Yes",1
"1388","Nick Gargiulo",NA,NA,NA,NA,NA,"yale bulldogs","Ivy",NA,NA,"Yes",1
"1389","Rod Orr",NA,NA,NA,NA,NA,"florida state seminoles","ACC",NA,NA,"Yes",1
"1390","Spencer Lovell",NA,NA,NA,NA,NA,"california golden bears","Pac-12",NA,NA,"Yes",1
"1391","Evan Jumper",NA,NA,NA,NA,NA,"furman paladins","Southern",NA,NA,"Yes",1
"1392","Lyndell Hudson",NA,NA,NA,NA,NA,"fiu golden panthers",NA,NA,NA,"Yes",1
"1393","Nash Jones",NA,NA,NA,NA,NA,"incarnate word cardinals","Southland",NA,NA,"Yes",1
"1394","Shamar Hobdy-Lee",NA,NA,NA,NA,NA,"fiu golden panthers",NA,NA,NA,"Yes",1
"1395","Jonathan Mucciolo",NA,NA,NA,NA,NA,"sacred heart pioneers","Northeast",NA,NA,"Yes",1
"1396","Jyaire Shorter",NA,NA,NA,NA,NA,"north texas mean green","American",NA,NA,"Yes",1
"1397","Seydou Traore",NA,NA,NA,NA,NA,"arkansas state red wolves","Sun Belt",NA,NA,"Yes",1
"1398","Var'Keyes Gumms",NA,NA,NA,NA,NA,"north texas mean green","American",NA,NA,"Yes",1
"1399","Kyle Morlock",NA,NA,NA,NA,NA,"shorter hawks",NA,NA,NA,"Yes",1
"1400","Arik Gilbert",NA,NA,NA,NA,NA,"georgia bulldogs","SEC",NA,NA,"Yes",1
"1401","Josh Cuevas",NA,NA,NA,NA,NA,"cal poly mustangs","Big Sky",NA,NA,"Yes",1
"1402","Joshua Simon",NA,NA,NA,NA,NA,"western kentucky hilltoppers","C-USA",NA,NA,"Yes",1
"1403","Jermaine Terry",NA,NA,NA,NA,NA,"california golden bears","Pac-12",NA,NA,"Yes",1
"1404","Casey Kelly",NA,NA,NA,NA,NA,"ole miss rebels","SEC",NA,NA,"Yes",1
"1405","Moliki Matavao",NA,NA,NA,NA,NA,"oregon ducks","Pac-12",NA,NA,"Yes",1
"1406","Elijah Brown",NA,NA,NA,NA,NA,"alabama crimson tide","SEC",NA,NA,"Yes",1
"1407","Blake Smith",NA,NA,NA,NA,NA,"texas am aggies",NA,NA,NA,"Yes",1
"1408","Geor'quarius Spivey",NA,NA,NA,NA,NA,"tcu horned frogs","Big 12",NA,NA,"Yes",1
"1409","Louis Hansen",NA,NA,NA,NA,NA,"michigan wolverines","Big Ten",NA,NA,"Yes",1
"1410","Jake Roberts",NA,NA,NA,NA,NA,"north texas mean green","American",NA,NA,"Yes",1
"1411","Keleki Latu",NA,NA,NA,NA,NA,"california golden bears","Pac-12",NA,NA,"Yes",1
"1412","Joey Beljan",NA,NA,NA,NA,NA,"western kentucky hilltoppers","C-USA",NA,NA,"Yes",1
"1413","Trevor Borland",NA,NA,NA,NA,NA,"buffalo bulls","MAC",NA,NA,"Yes",1
"1414","Alex Lines",NA,NA,NA,NA,NA,"arizona wildcats","Pac-12",NA,NA,"Yes",1
"1415","Malcolm Epps",NA,NA,NA,NA,NA,"usc trojans","Pac-12",NA,NA,"Yes",1
"1416","Landen King",NA,NA,NA,NA,NA,"auburn tigers","SEC",NA,NA,"Yes",1
"1417","Ryland Goede",NA,NA,NA,NA,NA,"georgia bulldogs","SEC",NA,NA,"Yes",1
"1418","Matthew Hall",NA,NA,NA,NA,NA,"football/2023/industry comparison commits/",NA,NA,NA,"Yes",1
"1419","Dallin Holker",NA,NA,NA,NA,NA,"byu cougars","Big 12",NA,NA,"Yes",1
"1420","Terrell Tilmon",NA,NA,NA,NA,NA,"oregon ducks","Pac-12",NA,NA,"Yes",1
"1421","Keaton Upshaw",NA,NA,NA,NA,NA,"kentucky wildcats","SEC",NA,NA,"Yes",1
"1422","Taylor Thompson",NA,NA,NA,NA,NA,"charlotte 49ers","American",NA,NA,"Yes",1
"1423","Chris Carter",NA,NA,NA,NA,NA,"usf bulls",NA,NA,NA,"Yes",1
"1424","Jaylan Franklin",NA,NA,NA,NA,NA,"wisconsin badgers","Big Ten",NA,NA,"Yes",1
"1425","Barret Liebentritt",NA,NA,NA,NA,NA,"notre dame fighting irish","Independent",NA,NA,"Yes",1
"1426","Tyneil Hopper",NA,NA,NA,NA,NA,"boise state broncos","Mountain West",NA,NA,"Yes",1
"1427","Cane Berrong",NA,NA,NA,NA,NA,"notre dame fighting irish","Independent",NA,NA,"Yes",1
"1428","J.T. Byrne",NA,NA,NA,NA,NA,"oregon state beavers","Pac-12",NA,NA,"Yes",1
"1429","Brett Seither",NA,NA,NA,NA,NA,"georgia bulldogs","SEC",NA,NA,"Yes",1
"1430","Tanner Arkin",NA,NA,NA,NA,NA,"colorado state rams","Mountain West",NA,NA,"Yes",1
"1431","James Carnie",NA,NA,NA,NA,NA,"nebraska cornhuskers","Big Ten",NA,NA,"Yes",1
"1432","Mike O'Laughlin",NA,NA,NA,NA,NA,"west virginia mountaineers","Big 12",NA,NA,"Yes",1
"1433","Gage Larvadain",NA,NA,NA,NA,NA,"southeastern louisiana lions","Southland",NA,NA,"Yes",1
"1434","Brenen Thompson",NA,NA,NA,NA,NA,"texas longhorns","Big 12",NA,NA,"Yes",1
"1435","Billy Kemp",NA,NA,NA,NA,NA,"virginia cavaliers","ACC",NA,NA,"Yes",1
"1436","Rara Thomas",NA,NA,NA,NA,NA,"mississippi state bulldogs","SEC",NA,NA,"Yes",1
"1437","Xzavier Henderson",NA,NA,NA,NA,NA,"florida gators","SEC",NA,NA,"Yes",1
"1438","Dominic Lovett",NA,NA,NA,NA,NA,"missouri tigers","SEC",NA,NA,"Yes",1
"1439","Dante Cephas",NA,NA,NA,NA,NA,"kent state golden flashes","MAC",NA,NA,"Yes",1
"1440","Aaron Anderson",NA,NA,NA,NA,NA,"alabama crimson tide","SEC",NA,NA,"Yes",1
"1441","Seven McGee",NA,NA,NA,NA,NA,"oregon ducks","Pac-12",NA,NA,"Yes",1
"1442","Steven McBride",NA,NA,NA,NA,NA,"kansas jayhawks","Big 12",NA,NA,"Yes",1
"1443","Malachi Wideman",NA,NA,NA,NA,NA,"jackson state tigers","SWAC",NA,NA,"Yes",1
"1444","Josh Fleeks",NA,NA,NA,NA,NA,"baylor bears","Big 12",NA,NA,"Yes",1
"1445","Zakhari Franklin",NA,NA,NA,NA,NA,"utsa roadrunners","American",NA,NA,"Yes",1
"1446","Agiye Hall",NA,NA,NA,NA,NA,"texas longhorns","Big 12",NA,NA,"Yes",1
"1447","Kevin Coleman",NA,NA,NA,NA,NA,"jackson state tigers","SWAC",NA,NA,"Yes",1
"1448","Theo Wease",NA,NA,NA,NA,NA,"oklahoma sooners","Big 12",NA,NA,"Yes",1
"1449","Gary Bryant Jr.",NA,NA,NA,NA,NA,"usc trojans","Pac-12",NA,NA,"Yes",1
"1450","Tyrone Broden",NA,NA,NA,NA,NA,"bowling green falcons","MAC",NA,NA,"Yes",1
"1451","C.J. Williams",NA,NA,NA,NA,NA,"usc trojans","Pac-12",NA,NA,"Yes",1
"1452","Trevon West",NA,NA,NA,NA,NA,"oklahoma sooners","Big 12",NA,NA,"Yes",1
"1453","Andrew Armstrong",NA,NA,NA,NA,NA,"texas am commerce lions",NA,NA,NA,"Yes",1
"1454","Ali Jennings",NA,NA,NA,NA,NA,"old dominion monarchs","Sun Belt",NA,NA,"Yes",1
"1455","Jordan Hudson",NA,NA,NA,NA,NA,"tcu horned frogs","Big 12",NA,NA,"Yes",1
"1456","Deandrae McCray",NA,NA,NA,NA,NA,"austin peay governors","UAC",NA,NA,"Yes",1
"1457","JoJo Earle",NA,NA,NA,NA,NA,"alabama crimson tide","SEC",NA,NA,"Yes",1
"1458","Elijah Spencer",NA,NA,NA,NA,NA,"charlotte 49ers","American",NA,NA,"Yes",1
"1459","Kaleb Brown",NA,NA,NA,NA,NA,"ohio state buckeyes","Big Ten",NA,NA,"Yes",1
"1460","Jaylin Lane",NA,NA,NA,NA,NA,"middle tennessee state blue raiders",NA,NA,NA,"Yes",1
"1461","Christian Leary",NA,NA,NA,NA,NA,"alabama crimson tide","SEC",NA,NA,"Yes",1
"1462","Lorenzo Styles Jr.",NA,NA,NA,NA,NA,"notre dame fighting irish","Independent",NA,NA,"Yes",1
"1463","Tyrese Chambers",NA,NA,NA,NA,NA,"fiu golden panthers",NA,NA,NA,"Yes",1
"1464","Justin Williams-Thomas",NA,NA,NA,NA,NA,"tennessee volunteers","SEC",NA,NA,"Yes",1
"1465","Sean Tyler",NA,NA,NA,NA,NA,"western michigan broncos","MAC",NA,NA,"Yes",1
"1466","Brian Battie",NA,NA,NA,NA,NA,"usf bulls",NA,NA,NA,"Yes",1
"1467","Bhayshul Tuten",NA,NA,NA,NA,NA,"north carolina at aggies",NA,NA,NA,"Yes",1
"1468","Dae Dae Hunter",NA,NA,NA,NA,NA,"liberty flames","C-USA",NA,NA,"Yes",1
"1469","LJ Johnson",NA,NA,NA,NA,NA,"texas am aggies",NA,NA,NA,"Yes",1
"1470","Caziah Holmes",NA,NA,NA,NA,NA,"penn state nittany lions","Big Ten",NA,NA,"Yes",1
"1471","Kobe Pace",NA,NA,NA,NA,NA,"clemson tigers","ACC",NA,NA,"Yes",1
"1472","Alton McCaskill",NA,NA,NA,NA,NA,"houston cougars","Big 12",NA,NA,"Yes",1
"1473","Jaylan Knighton",NA,NA,NA,NA,NA,"miami hurricanes","ACC",NA,NA,"Yes",1
"1474","Cameron Skattebo",NA,NA,NA,NA,NA,"sacramento state hornets","Big Sky",NA,NA,"Yes",1
"1475","Isaiah Ifanse",NA,NA,NA,NA,NA,"montana state bobcats","Big Sky",NA,NA,"Yes",1
"1476","Quali Conley",NA,NA,NA,NA,NA,"utah tech trailblazers",NA,NA,NA,"Yes",1
"1477","Christian Turner",NA,NA,NA,NA,NA,"wake forest demon deacons","ACC",NA,NA,"Yes",1
"1478","Aidan Robbins",NA,NA,NA,NA,NA,"unlv rebels","Mountain West",NA,NA,"Yes",1
"1479","Azhaun Dingle",NA,NA,NA,NA,NA,"northern illinois huskies","MAC",NA,NA,"Yes",1
"1480","Keyvone Lee",NA,NA,NA,NA,NA,"penn state nittany lions","Big Ten",NA,NA,"Yes",1
"1481","Elijah Collins",NA,NA,NA,NA,NA,"michigan state spartans","Big Ten",NA,NA,"Yes",1
"1482","Arlen Harris Jr.",NA,NA,NA,NA,NA,"stanford cardinal","Pac-12",NA,NA,"Yes",1
"1483","Ryan Butler",NA,NA,NA,NA,NA,"princeton tigers","Ivy",NA,NA,"Yes",1
"1484","Ajay Allen Jr.",NA,NA,NA,NA,NA,"nebraska cornhuskers","Big Ten",NA,NA,"Yes",1
"1485","DeCarlos Brooks",NA,NA,NA,NA,NA,"california golden bears","Pac-12",NA,NA,"Yes",1
"1486","Trevion Cooley",NA,NA,NA,NA,NA,"louisville cardinals","ACC",NA,NA,"Yes",1
"1487","Daniyel Ngata",NA,NA,NA,NA,NA,"arizona state sun devils","Pac-12",NA,NA,"Yes",1
"1488","Keshawn King",NA,NA,NA,NA,NA,"virginia tech hokies","ACC",NA,NA,"Yes",1
"1489","Jalen Mitchell",NA,NA,NA,NA,NA,"louisville cardinals","ACC",NA,NA,"Yes",1
"1490","Sy'Veon Wilkerson",NA,NA,NA,NA,NA,"jackson state tigers","SWAC",NA,NA,"Yes",1
"1491","Jaren Mangham",NA,NA,NA,NA,NA,"usf bulls",NA,NA,NA,"Yes",1
"1492","Andrew Henry",NA,NA,NA,NA,NA,"louisiana monroe warhawks",NA,NA,NA,"Yes",1
"1493","Harrison Waylee",NA,NA,NA,NA,NA,"northern illinois huskies","MAC",NA,NA,"Yes",1
"1494","Nay'Quan Wright",NA,NA,NA,NA,NA,"florida gators","SEC",NA,NA,"Yes",1
"1495","Dominic Richardson",NA,NA,NA,NA,NA,"oklahoma state cowboys","Big 12",NA,NA,"Yes",1
"1496","Mario Anderson",NA,NA,NA,NA,NA,"newberry wolves",NA,NA,NA,"Yes",1
"1497","Demie Sumo-Karngbaye",NA,NA,NA,NA,NA,"nc state wolfpack","ACC",NA,NA,"Yes",1
"1498","ShunDerrick Powell",NA,NA,NA,NA,NA,"north alabama lions","UAC",NA,NA,"Yes",1
"1499","Antonio Martin",NA,NA,NA,NA,NA,"georgia tech yellow jackets","ACC",NA,NA,"Yes",1
"1500","Jacolby Criswell",NA,NA,NA,NA,NA,"north carolina tar heels","ACC",NA,NA,"Yes",1
"1501","Nick Evers",NA,NA,NA,NA,NA,"oklahoma sooners","Big 12",NA,NA,"Yes",1
"1502","Paul Tyson",NA,NA,NA,NA,NA,"arizona state sun devils","Pac-12",NA,NA,"Yes",1
"1503","Tayven Jackson",NA,NA,NA,NA,NA,"tennessee volunteers","SEC",NA,NA,"Yes",1
"1504","Jack Tuttle",NA,NA,NA,NA,NA,"indiana hoosiers","Big Ten",NA,NA,"Yes",1
"1505","Tyler Buchner",NA,NA,NA,NA,NA,"notre dame fighting irish","Independent",NA,NA,"Yes",1
"1506","Eli Stowers",NA,NA,NA,NA,NA,"texas am aggies",NA,NA,NA,"Yes",1
"1507","Sawyer Robertson",NA,NA,NA,NA,NA,"mississippi state bulldogs","SEC",NA,NA,"Yes",1
"1508","Khalib Johnson",NA,NA,NA,NA,NA,"louisville cardinals","ACC",NA,NA,"Yes",1
"1509","Sam Jackson",NA,NA,NA,NA,NA,"tcu horned frogs","Big 12",NA,NA,"Yes",1
"1510","Brady Allen",NA,NA,NA,NA,NA,"purdue boilermakers","Big Ten",NA,NA,"Yes",1
"1511","Phil Jurkovec",NA,NA,NA,NA,NA,"boston college eagles","ACC",NA,NA,"Yes",1
"1512","Chance Nolan",NA,NA,NA,NA,NA,"oregon state beavers","Pac-12",NA,NA,"Yes",1
"1513","Ben Bryant",NA,NA,NA,NA,NA,"cincinnati bearcats","Big 12",NA,NA,"Yes",1
"1514","Braedyn Locke",NA,NA,NA,NA,NA,"mississippi state bulldogs","SEC",NA,NA,"Yes",1
"1515","Luke Altmyer",NA,NA,NA,NA,NA,"ole miss rebels","SEC",NA,NA,"Yes",1
"1516","Hank Bachmeier",NA,NA,NA,NA,NA,"boise state broncos","Mountain West",NA,NA,"Yes",1
"1517","Collin Schlee",NA,NA,NA,NA,NA,"kent state golden flashes","MAC",NA,NA,"Yes",1
"1518","Drew Pyne",NA,NA,NA,NA,NA,"notre dame fighting irish","Independent",NA,NA,"Yes",1
"1519","Braden Davis",NA,NA,NA,NA,NA,"south carolina gamecocks","SEC",NA,NA,"Yes",1
"1520","Sam Huard",NA,NA,NA,NA,NA,"washington huskies","Pac-12",NA,NA,"Yes",1
"1521","Hayden Wolff",NA,NA,NA,NA,NA,"old dominion monarchs","Sun Belt",NA,NA,"Yes",1
"1522","Ben Finley",NA,NA,NA,NA,NA,"nc state wolfpack","ACC",NA,NA,"Yes",1
"1523","Carson May",NA,NA,NA,NA,NA,"iowa hawkeyes","Big Ten",NA,NA,"Yes",1
"1524","Layne Hatcher",NA,NA,NA,NA,NA,"texas state bobcats","Sun Belt",NA,NA,"Yes",1
"1525",NA,NA,NA,NA,NA,NA,"air force falcons","Mountain West",NA,NA,"Yes",1
"1526",NA,NA,NA,NA,NA,NA,"duke blue devils","ACC",NA,NA,"Yes",1
"1527",NA,NA,NA,NA,NA,NA,"fiu panthers","C-USA",NA,NA,"Yes",1
"1528",NA,NA,NA,NA,NA,NA,"jacksonville state gamecocks","C-USA",NA,NA,"Yes",1
"1529",NA,NA,NA,NA,NA,NA,"kansas state wildcats","Big 12",NA,NA,"Yes",1
"1530",NA,NA,NA,NA,NA,NA,"louisiana ragin' cajuns","Sun Belt",NA,NA,"Yes",1
"1531",NA,NA,NA,NA,NA,NA,"louisiana–monroe warhawks","Sun Belt",NA,NA,"Yes",1
"1532",NA,NA,NA,NA,NA,NA,"miami (oh) redhawks","MAC",NA,NA,"Yes",1
"1533",NA,NA,NA,NA,NA,NA,"middle tennessee blue raiders","C-USA",NA,NA,"Yes",1
"1534",NA,NA,NA,NA,NA,NA,"navy midshipmen","American",NA,NA,"Yes",1
"1535",NA,NA,NA,NA,NA,NA,"rice owls","American",NA,NA,"Yes",1
"1536",NA,NA,NA,NA,NA,NA,"rutgers scarlet knights","Big Ten",NA,NA,"Yes",1
