"","Name","HighSchool","Position","Rating","NIL.Valuation","Followers","Last.Team","PastConf","New.Team","NewConf","didTransfer","binomialRep"
"405","Zak Zinter","IOL /Buckingham Browne & Nichols SchoolNorth Andover, MA","IOL",90.13,441000,41000,NA,NA,"michigan wolverines","Big Ten","No",0
"406","Sedrick Van Pran","IOL /Warren EastonNew Orleans, LA","IOL",94.59,384000,23000,NA,NA,"recruits",NA,"No",0
"407","Clay Webb","IOL /OxfordOxford, AL","IOL",97.64,361000,3300,NA,NA,"jacksonville state gamecocks","C-USA","No",0
"408","Steven Jones","IOL /ChaparralTemecula, CA","IOL",90.77,330000,6800,NA,NA,"oregon ducks","Pac-12","No",0
"409","Drake Nugent","IOL /Highlands RanchLittleton, CO","IOL",84.3,324000,3600,"stanford cardinal","Pac-12","michigan wolverines","Big Ten","Yes",1
"410","Matt Lee","IOL /Hagerty Oviedo, FL","IOL",80.75,315000,5900,"ucf knights","Big 12","miami hurricanes","ACC","Yes",1
"411","Cooper Beebe","IOL /PiperKansas City, KS","IOL",82.65,275000,3800,NA,NA,"kansas state wildcats","Big 12","No",0
"412","Marcus Harper","IOL /Homewood-FlossmoorChicago, IL","IOL",85.93,259000,15500,NA,NA,"oregon ducks","Pac-12","No",0
"413","Jake Majors","IOL /ProsperProsper, TX","IOL",90.64,254000,9500,NA,NA,"texas longhorns","Big 12","No",0
"414","Zach Frazier","IOL /FairmontFairmont, WV","IOL",87.2,249000,7100,NA,NA,"west virginia mountaineers","Big 12","No",0
"415","Kobe Baynes","IOL /SandalwoodJacksonville, FL","IOL",84.37,246000,4300,"louisville cardinals","ACC","kansas jayhawks","Big 12","Yes",1
"416","Miles Frazier","IOL /Milford AcademyCamden, NJ","IOL",81.33,229000,8000,NA,NA,"lsu tigers","SEC","No",0
"417","Justin Dedich","IOL /ChaparralTemecula, CA","IOL",93.92,207000,4700,NA,NA,"usc trojans","Pac-12","No",0
"418","Joe Michalski","IOL /St. Thomas AquinasOverland Park, KS","IOL",82.83,205000,1600,NA,NA,"oklahoma state cowboys","Big 12","No",0
"419","Gunner Britton","IOL /ConwayConway, SC","IOL",77.27,197000,3800,"western kentucky hilltoppers","C-USA","auburn tigers","SEC","Yes",1
"420","Vinny Sciury","IOL /PerryMassillon, OH","IOL",79.81,194000,0,NA,NA,"toledo rockets","MAC","No",0
"421","Branson Hickman","IOL /JesuitDallas, TX","IOL",80.63,193000,2000,NA,NA,"smu mustangs","American","No",0
"422","Chase Bisontis","IOL /Don Bosco PrepRamsey, NJ","IOL",96.4,193000,24000,NA,NA,"texas a&m aggies","SEC","No",0
"423","DJ Campbell","IOL /BowieArlington, TX","IOL",98.26,191000,21000,NA,NA,"texas longhorns","Big 12","No",0
"424","Kyle Hergel","IOL /Clarkson Football NorthToronto, ON","IOL",50,189000,3200,"texas state bobcats","Sun Belt","boston college eagles","ACC","Yes",1
"425","Connor Robertson","IOL /WestlakeAustin, TX","IOL",88.67,185000,8000,NA,NA,"texas longhorns","Big 12","No",0
"426","Neto Umeozulu","IOL /AllenAllen, TX","IOL",95,184000,6600,NA,NA,"texas longhorns","Big 12","No",0
"427","Cole Hutson","IOL /FriscoFrisco, TX","IOL",88.98,184000,6300,NA,NA,"texas longhorns","Big 12","No",0
"428","J'ven Williams","IOL /WyomissingReading, PA","IOL",96.45,177000,9600,NA,NA,"penn state nittany lions","Big Ten","No",0
"429","Dylan Fairchild","IOL /West ForsythCumming, GA","IOL",93.92,175000,6100,NA,NA,"georgia bulldogs","SEC","No",0
"430","Bucky Williams","IOL /RinggoldRinggold, GA","IOL",50,151000,1600,NA,NA,"appalachian state mountaineers","Sun Belt","No",0
"431","Garrett Curran","IOL /Granite HillsEl Cajon, CA","IOL",82.38,149000,1500,NA,NA,"boise state broncos","Mountain West","No",0
"432","Alex Birchmeier","IOL /Broad RunAshburn, VA","IOL",95.83,146000,10900,NA,NA,"penn state nittany lions","Big Ten","No",0
"433","Cooper Mays","IOL /Knoxville CatholicKnoxville, TN","IOL",90.18,146000,43000,NA,NA,"tennessee volunteers","SEC","No",0
"434","Jaydon Chatman","IOL /Harker HeightsHarker Heights, TX","IOL",91.87,144000,3500,NA,NA,"texas longhorns","Big 12","No",0
"435","Andrew Raym","IOL /Broken ArrowBroken Arrow, OK","IOL",94.03,141000,15300,NA,NA,"oklahoma sooners","Big 12","No",0
"436","Addison Nichols","IOL /Greater Atlanta Christian SchoolNorcross, GA","IOL",92.62,135000,14400,NA,NA,"tennessee volunteers","SEC","No",0
"437","Parker Brailsford","IOL /SaguaroScottsdale, AZ","IOL",88.25,133000,2200,NA,NA,"washington huskies","Pac-12","No",0
"438","Javontez Spraggins","IOL /East St. LouisEast Saint Louis, IL","IOL",87.5,132000,10600,NA,NA,"tennessee volunteers","SEC","No",0
"439","Jackson Lampley","IOL /Montgomery Bell AcademyNashville, TN","IOL",91.01,132000,8800,NA,NA,"tennessee volunteers","SEC","No",0
"440","Roderick Kearney","IOL /Orange ParkOrange Park, FL","IOL",93.61,125000,86000,NA,NA,"florida gators","SEC","No",0
"441","Miles McVay","IOL /East St. LouisEast Saint Louis, IL","IOL",92.5,124000,12600,NA,NA,"alabama crimson tide","SEC","No",0
"442","T.J. Shanahan","IOL /WestlakeOrlando, FL","IOL",92.62,123000,18600,NA,NA,"texas a&m aggies","SEC","No",0
"443","Christian Mahogany","IOL /Paramus CatholicParamus, NJ","IOL",82.17,123000,14100,NA,NA,"boston college eagles","ACC","No",0
"444","Justin Osborne","IOL /IMG AcademyFlower Mound, TX","IOL",88.4,120000,464,NA,NA,"smu mustangs","American","No",0
"445","DJ Chester","IOL /Eagle's Landing ChristianConyers, GA","IOL",93.48,117000,3100,NA,NA,"lsu tigers","SEC","No",0
"446","Harris Sewell","IOL /PermianOdessa, TX","IOL",92.96,114000,8600,NA,NA,"clemson tigers","ACC","No",0
"447","Spencer Fano","IOL /TimpviewProvo, UT","IOL",94.86,112000,7100,NA,NA,"utah utes","Pac-12","No",0
"448","Keiondre Jones","IOL /CallawayHogansville, GA","IOL",92.21,109000,74000,"auburn tigers","SEC","florida state seminoles","ACC","Yes",1
"449","Marcus Tate","IOL /TRU Prep AcademyMiami Gardens, FL","IOL",93,107000,8200,NA,NA,"clemson tigers","ACC","No",0
"450","Marcellus Marshall","IOL /MorgantownMorgantown, WV","IOL",80.15,106000,1200,"kent state golden flashes","MAC","ucf knights","Big 12","Yes",1
"451","Maurice Smith","IOL /Miami CentralMiami, FL","IOL",84.6,102000,9700,NA,NA,"florida state seminoles","ACC","No",0
"452","Donovan Jackson","IOL /EpiscopalBellaire, TX","IOL",97.92,102000,21000,NA,NA,"ohio state buckeyes","Big Ten","No",0
"453","Casey Roddick","IOL /St. BonaventureVentura, CA","IOL",84.75,102000,8500,"colorado buffaloes","Pac-12","florida state seminoles","ACC","Yes",1
"454","Caleb Lomu","IOL /HighlandGilbert, AZ","IOL",94.03,101000,3900,NA,NA,"utah utes","Pac-12","No",0
"455","Jaylen Early","IOL /DuncanvilleDuncanville, TX","IOL",89.39,101000,7000,NA,NA,"florida state seminoles","ACC","No",0
"456","Seth McLaughlin","IOL /BufordBuford, GA","IOL",88.53,98000,9900,NA,NA,"alabama crimson tide","SEC","No",0
"457","Carson Hinzman","IOL /Saint Croix CentralHammond, WI","IOL",92.59,97000,32000,NA,NA,"ohio state buckeyes","Big Ten","No",0
"458","Terrence Ferguson","IOL /Peach CountyFort Valley, GA","IOL",95.38,97000,8500,NA,NA,"alabama crimson tide","SEC","No",0
"459","James Brockermeyer","IOL /All Saints EpiscopalFort Worth, TX","IOL",91.28,97000,8900,NA,NA,"alabama crimson tide","SEC","No",0
"460","Bryce Foster","IOL /TaylorKaty, TX","IOL",95.96,96000,24000,NA,NA,"texas a&m aggies","SEC","No",0
"461","Enokk Vimahi","IOL /KahukuKahuku, HI","IOL",93.58,95000,6400,NA,NA,"ohio state buckeyes","Big Ten","No",0
"462","Mason Murphy","IOL /J Serra CatholicSan Juan Capistrano, CA","IOL",88.71,95000,3500,NA,NA,"usc trojans","Pac-12","No",0
"463","Richie Leonard","IOL /CocoaCocoa, FL","IOL",86.47,95000,11200,NA,NA,"florida gators","SEC","No",0
"464","Jarrett Kingston","IOL /AndersonAnderson, CA","IOL",79.27,94000,1900,"washington state cougars","Pac-12","recruits",NA,"Yes",1
"465","Jaeden Roberts","IOL /North ShoreHouston, TX","IOL",90.8,94000,3900,NA,NA,"alabama crimson tide","SEC","No",0
"466","Kam Dewberry","IOL /AtascocitaHumble, TX","IOL",95.45,94000,20000,NA,NA,"texas a&m aggies","SEC","No",0
"467","Gino Quinones","IOL /St. LouisHonolulu, HI","IOL",82.83,94000,1500,NA,NA,"usc trojans","Pac-12","No",0
"468","Emmanuel Pregnon","IOL /Thomas JeffersonDenver, CO","IOL",50,94000,1500,"wyoming cowboys","Mountain West","usc trojans","Pac-12","Yes",1
"469","Micah Morris","IOL /Camden CountyKingsland, GA","IOL",95.43,93000,28000,NA,NA,"georgia bulldogs","SEC","No",0
"470","Kelton Smith","IOL /CarverColumbus, GA","IOL",92.27,93000,3700,NA,NA,"georgia bulldogs","SEC","No",0
"471","Kingsley Eguakun","IOL /SandalwoodJacksonville, FL","IOL",86.53,93000,6800,NA,NA,"florida gators","SEC","No",0
"472","Dmitri Emmanuel","IOL /Marvin RidgeWaxhaw, NC","IOL",79,92000,2600,NA,NA,"florida state seminoles","ACC","No",0
"473","Jake Slaughter","IOL /Trinity CatholicOcala, FL","IOL",86.77,92000,4100,NA,NA,"florida gators","SEC","No",0
"474","Tate Johnson","IOL /CallawayHogansville, GA","IOL",88.67,91000,7400,NA,NA,"auburn tigers","SEC","No",0
"475","Avery Jones","IOL /HavelockHavelock, NC","IOL",90.88,90000,5000,"east carolina pirates","American","auburn tigers","SEC","Yes",1
"476","Nouredin Nouili","IOL /NorrisFirth, NE","IOL",79.27,90000,9400,NA,NA,"colorado state rams","Mountain West","No",0
"477","Henry Lutovsky","IOL /Mount PleasantMount Pleasant, IA","IOL",88.4,89000,6400,NA,NA,"nebraska cornhuskers","Big Ten","No",0
"478","Ethan Piper","IOL /Norfolk CatholicNorfolk, NE","IOL",82.53,89000,5900,NA,NA,"nebraska cornhuskers","Big Ten","No",0
"479","Ben Scott","IOL /St. LouisHonolulu, HI","IOL",80.97,89000,4600,"arizona state sun devils","Pac-12","nebraska cornhuskers","Big Ten","Yes",1
"480","Beaux Limmer","IOL /Tyler LeeTyler, TX","IOL",86.57,88000,4100,NA,NA,"arkansas razorbacks","SEC","No",0
"481","Dametrious Crownover","IOL /GrandviewGrandview, TX","IOL",89,88000,4000,NA,NA,"texas a&m aggies","SEC","No",0
"482","Justin Evans-Jenkins","IOL /IrvingtonIrvington, NJ","IOL",82.07,88000,2900,NA,NA,"nebraska cornhuskers","Big Ten","No",0
"483","Darrian Dalcourt","IOL /St. Frances AcademyBaltimore, MD","IOL",92.1,88000,3700,NA,NA,"alabama crimson tide","SEC","No",0
"484","Markee Anderson","IOL /DormanRoebuck, SC","IOL",92.75,87000,5600,NA,NA,"south carolina gamecocks","SEC","No",0
"485","Nick Dawkins","IOL /ParklandAllentown, PA","IOL",84.47,87000,18500,NA,NA,"penn state nittany lions","Big Ten","No",0
"486","Josh Padilla","IOL /WayneDayton, OH","IOL",91.08,86000,5500,NA,NA,"ohio state buckeyes","Big Ten","No",0
"487","Gus Zilinskas","IOL /Cherry CreekEnglewood, CO","IOL",80.75,85000,2100,NA,NA,"rutgers scarlet knights","Big Ten","No",0
"488","Micah Mazzccua","IOL /St. Frances AcademyBaltimore, MD","IOL",86.4,85000,2400,"baylor bears","Big 12","recruits",NA,"Yes",1
"489","Jalen Farmer","IOL /EastsideCovington, GA","IOL",87.28,84000,1400,NA,NA,"florida gators","SEC","No",0
"490","Xavier Truss","IOL /Bishop HendrickenWarwick, RI","IOL",91.5,84000,11900,NA,NA,"georgia bulldogs","SEC","No",0
"491","JB Nelson","IOL /Mt. LebanonPittsburgh, PA","IOL",91.73,83000,3900,NA,NA,"penn state nittany lions","Big Ten","No",0
"492","Vega Ioane","IOL /Graham-KapowsinGraham, WA","IOL",87.9,83000,4100,NA,NA,"penn state nittany lions","Big Ten","No",0
"493","Saleem Wormley","IOL /SmyrnaSmyrna, DE","IOL",89.77,82000,2300,NA,NA,"penn state nittany lions","Big Ten","No",0
"494","Hunter Nourzad","IOL /The Walker SchoolMarietta, GA","IOL",50,82000,1900,NA,NA,"penn state nittany lions","Big Ten","No",0
"495","Willis Patrick","IOL /MansfieldMansfield, TX","IOL",50,81000,2400,"jackson state tigers","SWAC","recruits",NA,"Yes",1
"496","Mark Nabou","IOL /O'DeaSeattle, WA","IOL",88.53,81000,1900,NA,NA,"texas a&m aggies","SEC","No",0
"497","Layden Robinson","IOL /ManvelManvel, TX","IOL",88.4,80000,1700,NA,NA,"texas a&m aggies","SEC","No",0
"498","Jared Wilson","IOL /West ForsythClemmons, NC","IOL",91.06,80000,5000,NA,NA,"georgia bulldogs","SEC","No",0
"499","Cedrick Nicely","IOL /GainesvilleGainesville, GA","IOL",85.63,78000,3300,NA,NA,"ole miss rebels","SEC","No",0
"500","Victor Curne","IOL /Second BaptistHouston, TX","IOL",85.75,77000,2400,"washington huskies","Pac-12","ole miss rebels","SEC","Yes",1
"501","Kelvin Banks","OT /Summer CreekHumble, TX","OT",97.49,802000,19700,NA,NA,"texas longhorns","Big 12","No",0
"502","Christian Jones","OT /Cy WoodsCypress, TX","OT",85.93,767000,5900,NA,NA,"texas longhorns","Big 12","No",0
"503","Joe Alt","OT /Totino-GraceMinneapolis, MN","OT",89.7,746000,5300,NA,NA,"notre dame fighting irish","Independent","No",0
"504","Olu Fashanu","OT /Gonzaga Washington, DC","OT",88.7,727000,9800,NA,NA,"penn state nittany lions","Big Ten","No",0
"505","JC Latham","OT /IMG AcademyBradenton, FL","OT",99.37,616000,21000,NA,NA,"alabama crimson tide","SEC","No",0
"506","Roger Rosengarten","OT /Valor ChristianLittleton, CO","OT",92.46,568000,4600,NA,NA,"washington huskies","Pac-12","No",0
"507","Walter Rouse","OT /Sidwell Friends SchoolWashington, DC","OT",88.37,546000,6900,"stanford cardinal","Pac-12","oklahoma sooners","Big 12","Yes",1
"508","Amarius Mims","OT /Bleckley CountyCochran, GA","OT",98.41,528000,44000,NA,NA,"recruits",NA,"No",0
"509","Ajani Cornelius","OT /Archbishop StepinacWhite Plains, NY","OT",50,512000,5700,"rhode island rams","CAA","oregon ducks","Pac-12","Yes",1
"510","Wyatt Milum","OT /Spring ValleyHuntington, WV","OT",92.75,477000,5900,NA,NA,"west virginia mountaineers","Big 12","No",0
"511","Kadyn Proctor","OT /Southeast PolkDes Moines, IA","OT",98.83,464000,48000,NA,NA,"alabama crimson tide","SEC","No",0
"512","Javon Foster","OT /West BloomfieldWest Bloomfield, MI","OT",82.2,437000,2700,NA,NA,"missouri tigers","SEC","No",0
"513","Taliese Fuaga","OT /Mount TahomaTacoma, WA","OT",81.87,404000,1400,NA,NA,"oregon state beavers","Pac-12","No",0
"514","Hollin Pierce","OT /Fork Union Military AcademyTrenton, NJ","OT",50,375000,2200,NA,NA,"rutgers scarlet knights","Big Ten","No",0
"515","Will Campbell","OT /NevilleMonroe, LA","OT",96.56,358000,34000,NA,NA,"lsu tigers","SEC","No",0
"516","Devonte Gordon","OT /Maret SchoolWashington, DC","OT",84.63,342000,4000,NA,NA,"wake forest demon deacons","ACC","No",0
"517","Francis Mauigoa","OT /IMG AcademyBradenton, FL","OT",98.77,322000,23000,NA,NA,"miami hurricanes","ACC","No",0
"518","Earnest Greene","OT /St. John BoscoBellflower, CA","OT",96.27,317000,11100,NA,NA,"georgia bulldogs","SEC","No",0
"519","Valentin Senn","OT /AustriaVolders","OT",50,303000,2600,NA,NA,"connecticut huskies",NA,"No",0
"520","Bless Harris","OT /St. AugustineNew Orleans, LA","OT",77.94,302000,19500,NA,NA,"florida state seminoles","ACC","No",0
"521","Samson Okunlola","OT /Thayer AcademyBrockton, MA","OT",97.74,298000,34000,NA,NA,"miami hurricanes","ACC","No",0
"522","Monroe Mills","OT /Father ToltonColumbia, MO","OT",82.2,296000,2500,NA,NA,"texas tech red raiders","Big 12","No",0
"523","Nick Rosi","OT /Olentangy LibertyPowell, OH","OT",50,286000,902,NA,NA,"toledo rockets","MAC","No",0
"524","Zalance Heard","OT /NevilleMonroe, LA","OT",97.49,268000,3200,NA,NA,"lsu tigers","SEC","No",0
"525","Delmar Glaze","OT /West MecklenburgCharlotte, NC","OT",81.42,241000,413,NA,NA,"maryland terrapins","Big Ten","No",0
"526","Armand Membou","OT /Lee's Summit NorthLees Summit, MO","OT",88.93,238000,27000,NA,NA,"missouri tigers","SEC","No",0
"527","Dillon Wade","OT /Cy FallsHouston, TX","OT",79.15,233000,8200,"tulsa golden hurricane","American","auburn tigers","SEC","Yes",1
"528","Graham Barton","OT /RavenwoodBrentwood, TN","OT",86,231000,3500,NA,NA,"duke blue devils","ACC","No",0
"529","Josh Simmons","OT /HelixLa Mesa, CA","OT",89.67,227000,2400,"san diego state aztecs","Mountain West","ohio state buckeyes","Big Ten","Yes",1
"530","Amari Kight","OT /ThompsonAlabaster, AL","OT",94.87,209000,8300,"alabama crimson tide","SEC","ucf knights","Big 12","Yes",1
"531","Monroe Freeling","OT /Oceanside Collegiate AcademyMount Pleasant, SC","OT",97.14,199000,6200,NA,NA,"georgia bulldogs","SEC","No",0
"532","Cameron Williams","OT /DuncanvilleDuncanville, TX","OT",90.9,190000,17500,NA,NA,"texas longhorns","Big 12","No",0
"533","Hayden Conner","OT /TaylorKaty, TX","OT",89.46,185000,10700,NA,NA,"texas longhorns","Big 12","No",0
"534","Ozzy Trapilo","OT /Boston CollegeBoston, MA","OT",92.03,180000,3500,NA,NA,"boston college eagles","ACC","No",0
"535","Cameron Wire","OT /East AscensionGonzales, LA","OT",89.33,170000,60000,"lsu tigers","SEC","tulane green wave","American","Yes",1
"536","Jordan Morgan","OT /MaranaMarana, AZ","OT",81.57,163000,1500,NA,NA,"arizona wildcats","Pac-12","No",0
"537","Luke Montgomery","OT /FindlayFindlay, OH","OT",94.5,156000,46000,NA,NA,"ohio state buckeyes","Big Ten","No",0
"538","Wilkin Formby","OT /NorthridgeTuscaloosa, AL","OT",94.42,152000,6900,NA,NA,"alabama crimson tide","SEC","No",0
"539","Jonah Savaiinaea","OT /St Louis SchoolHonolulu, HI","OT",87.13,150000,4200,NA,NA,"arizona wildcats","Pac-12","No",0
"540","Charles Jagusah","OT /AllemanRock Island, IL","OT",96.04,142000,2500,NA,NA,"notre dame fighting irish","Independent","No",0
"541","John Campbell","OT /Dr. PhillipsOrlando, FL","OT",88.03,141000,25000,"miami hurricanes","ACC","tennessee volunteers","SEC","Yes",1
"542","Gerald Mincey","OT /Cardinal GibbonsFort Lauderdale, FL","OT",86.27,140000,22000,NA,NA,"tennessee volunteers","SEC","No",0
"543","Gottlieb Ayedze","OT /NorthwestGermantown, MD","OT",50,136000,276,"frostburg state bobcats",NA,"maryland terrapins","Big Ten","Yes",1
"544","Ollie Lane","OT /GibbsCorryton, TN","OT",84.43,132000,9100,NA,NA,"tennessee volunteers","SEC","No",0
"545","Cayden Green","OT /Lee's Summit NorthLees Summit, MO","OT",94.39,131000,18200,NA,NA,"oklahoma sooners","Big 12","No",0
"546","Dayne Davis","OT /Sullivan EastBluff City, TN","OT",50,131000,5700,NA,NA,"recruits",NA,"No",0
"547","Andrej Karic","OT /Southlake CarrollSouthlake, TX","OT",90,131000,5200,"texas longhorns","Big 12","tennessee volunteers","SEC","Yes",1
"548","Jeremiah Crawford","OT /GoddardGoddard, KS","OT",84.53,131000,5300,NA,NA,"tennessee volunteers","SEC","No",0
"549","Kingsley Suamataia","OT /OremOrem, UT","OT",97.4,129000,32000,NA,NA,"byu cougars","Big 12","No",0
"550","Olaus Alinen","OT /The Loomis Chaffee SchoolWindsor, CT","OT",92.66,128000,19400,NA,NA,"alabama crimson tide","SEC","No",0
"551","Cade Beresford","OT /WoodinvilleWoodinville, WA","OT",86.56,126000,1000,NA,NA,"boise state broncos","Mountain West","No",0
"552","Bo Hughley","OT /Langston HughesFairburn, GA","OT",93.54,125000,15000,NA,NA,"georgia bulldogs","SEC","No",0
"553","Julian Armella","OT /St. Thomas AquinasMiami, FL","OT",92.47,116000,66000,NA,NA,"florida state seminoles","ACC","No",0
"554","Aireontae Ersery","OT /RuskinKansas City, MO","OT",84.7,114000,636,NA,NA,"minnesota golden gophers","Big Ten","No",0
"555","Doug Nester","OT /Spring ValleyHuntington, WV","OT",94.07,113000,10100,NA,NA,"west virginia mountaineers","Big 12","No",0
"556","Chimdy Onoh","OT /DundalkDundalk, MD","OT",91.47,113000,4400,NA,NA,"penn state nittany lions","Big Ten","No",0
"557","Elijah Paige","OT /PinnaclePhoenix, AZ","OT",91.94,111000,3900,NA,NA,"usc trojans","Pac-12","No",0
"558","Lucas Simmons","OT /Clearwater Academy InternationalClearwater, FL","OT",93.59,111000,6600,NA,NA,"florida state seminoles","ACC","No",0
"559","Robert Scott Jr.","OT /ConwayConway, AR","OT",88.07,101000,7700,NA,NA,"florida state seminoles","ACC","No",0
"560","Cole Birmingham","OT /KatyKaty, TX","OT",87.73,101000,2100,NA,NA,"oklahoma state cowboys","Big 12","No",0
"561","Troy Fautanu","OT /LibertyHenderson, NV","OT",89.87,101000,3500,NA,NA,"washington huskies","Pac-12","No",0
"562","Darius Washington","OT /West Florida TechPensacola, FL","OT",88.17,100000,5900,NA,NA,"florida state seminoles","ACC","No",0
"563","Kaitori Leveston","OT /MidwayWaco, TX","OT",84.1,100000,0,NA,NA,"kansas state wildcats","Big 12","No",0
"564","Jeremiah Byers","OT /AndersonAustin, TX","OT",78.77,99000,3600,"utep miners","C-USA","florida state seminoles","ACC","Yes",1
"565","Elijah Pritchett","OT /CarverColumbus, GA","OT",96.9,97000,6600,NA,NA,"alabama crimson tide","SEC","No",0
"566","George Fitzpatrick","OT /Cherry CreekEnglewood, CO","OT",91.23,96000,6700,NA,NA,"ohio state buckeyes","Big Ten","No",0
"567","Michael Tarquin","OT /North MarionCitra, FL","OT",89.94,95000,6100,"florida gators","SEC","usc trojans","Pac-12","Yes",1
"568","Jeremiah Wright","OT /SelmaSelma, AL","OT",86.83,95000,12800,NA,NA,"auburn tigers","SEC","No",0
"569","Jakob James","OT /ElderCincinnati, OH","OT",84.73,95000,5200,NA,NA,"ohio state buckeyes","Big Ten","No",0
"570","Josh Fryar","OT /Beech GroveBeech Grove, IN","OT",88.07,95000,5400,NA,NA,"ohio state buckeyes","Big Ten","No",0
"571","Damieon George","OT /North ShoreHouston, TX","OT",89.67,94000,9300,"alabama crimson tide","SEC","florida gators","SEC","Yes",1
"572","Jonah Monheim","OT /MoorparkMoorpark, CA","OT",89.67,94000,2500,NA,NA,"usc trojans","Pac-12","No",0
"573","Jordan Spasojevic-Moko","OT /Brisbane RhinosBrisbane, QLD","OT",89,93000,13200,NA,NA,"texas a&m aggies","SEC","No",0
"574","Stanton Ramil","OT /ThompsonAlabaster, AL","OT",91.82,92000,4200,NA,NA,"michigan state spartans","Big Ten","No",0
"575","Tyree Adams","OT /St. AugustineMarrero, LA","OT",92.17,92000,4300,NA,NA,"lsu tigers","SEC","No",0
"576","Kameron Stutts","OT /BrooksKillen, AL","OT",86.9,91000,7600,NA,NA,"auburn tigers","SEC","No",0
"577","Turner Corcoran","OT /Lawrence Free StateLawrence, KS","OT",95.51,90000,8700,NA,NA,"nebraska cornhuskers","Big Ten","No",0
"578","Bryce Benhart","OT /Lakeville NorthLakeville, MN","OT",93.25,90000,7600,NA,NA,"nebraska cornhuskers","Big Ten","No",0
"579","Reuben Fatheree","OT /FosterRichmond, TX","OT",95.23,89000,6200,NA,NA,"texas a&m aggies","SEC","No",0
"580","Trey Zuhn","OT /Fossil RidgeFort Collins, CO","OT",90.86,88000,3300,NA,NA,"texas a&m aggies","SEC","No",0
"581","Jacqui Graham","OT /Jefferson DavisMontgomery, AL","OT",50,87000,892,NA,NA,"middle tennessee state blue raiders",NA,"No",0
"582","Landon Tengwall","OT /Good CounselOlney, MD","OT",95.1,86000,11900,NA,NA,"penn state nittany lions","Big Ten","No",0
"583","Drew Shelton","OT /Downingtown WestDowningtown, PA","OT",93.56,86000,10000,NA,NA,"penn state nittany lions","Big Ten","No",0
"584","Austin Barber","OT /Trinity Christian AcademyJacksonville, FL","OT",87.47,85000,3300,NA,NA,"florida gators","SEC","No",0
"585","Jordan Herman","OT /Fort MillHutchinson, KS","OT",50,85000,2400,NA,NA,"florida gators","SEC","No",0
"586","Caedan Wallace","OT /Hun School Princeton, NJ","OT",95.21,82000,4800,NA,NA,"penn state nittany lions","Big Ten","No",0
"587","Chad Lindberg","OT /Clear CreekLeague City, TX","OT",91.9,82000,9500,NA,NA,"georgia bulldogs","SEC","No",0
"588","Jaden Muskrat","OT /Bentonville WestCenterton, AR","OT",77.6,82000,1100,"tulsa golden hurricane","American","auburn tigers","SEC","Yes",1
"589","Austin Blaske","OT /South EffinghamGuyton, GA","OT",87.53,81000,6700,NA,NA,"georgia bulldogs","SEC","No",0
"590","Emery Jones","OT /CatholicBaton Rouge, LA","OT",94.45,80000,20000,NA,NA,"lsu tigers","SEC","No",0
"591","Eli Acker","OT /Heritage AcademyColumbus, MS","OT",89.33,80000,8800,NA,NA,"ole miss rebels","SEC","No",0
"592","Micah Pettus","OT /James ClemensHarvest, AL","OT",82.87,79000,12000,NA,NA,"ole miss rebels","SEC","No",0
"593","Reece McIntyre","OT /BufordBuford, GA","OT",86.23,78000,4700,NA,NA,"ole miss rebels","SEC","No",0
"594","Jeremy James","OT /North ForsythCumming, GA","OT",86.83,78000,4100,NA,NA,"ole miss rebels","SEC","No",0
"595","Trente Jones","OT /GraysonLoganville, GA","OT",93.92,78000,189000,NA,NA,"michigan wolverines","Big Ten","No",0
"596","Zechariah Owens","OT /Eagles Landing Christian AcademyMcDonough, GA","OT",90.84,78000,5800,NA,NA,"clemson tigers","ACC","No",0
"597","Preston Cushman","OT /Calvary ChristianClearwater, FL","OT",85.4,78000,3400,NA,NA,"ole miss rebels","SEC","No",0
"598","Caleb Warren","OT /Nanih Waiya Attendance CenterLouisville, MS","OT",83.47,78000,2800,NA,NA,"ole miss rebels","SEC","No",0
"599","Tree Babalade","OT /DeMatha CatholicHyattsville, MD","OT",91.8,74000,10100,NA,NA,"south carolina gamecocks","SEC","No",0
"600","Evan Link","OT /Gonzaga Burke, VA","OT",90.63,69000,3000,NA,NA,"michigan wolverines","Big Ten","No",0
"601","Brock Bowers","TE /NapaNapa, CA","TE",95.28,718000,137000,NA,NA,"georgia bulldogs","SEC","No",0
"602","Cade Stover","TE /LexingtonMansfield, OH","TE",93.69,621000,65000,NA,NA,"ohio state buckeyes","Big Ten","No",0
"603","Ja'Tavion Sanders","TE /RyanDenton, TX","TE",97.98,599000,34000,NA,NA,"texas longhorns","Big 12","No",0
"604","Jaheim Bell","TE /ValdostaValdosta, GA","TE",89.67,499000,54000,"south carolina gamecocks","SEC","florida state seminoles","ACC","Yes",1
"605","Bryson Nesbit","TE /South MecklenburgCharlotte, NC","TE",90.64,459000,11600,NA,NA,"north carolina tar heels","ACC","No",0
"606","Colston Loveland","TE /GoodingGooding, ID","TE",90.5,451000,31000,NA,NA,"michigan wolverines","Big Ten","No",0
"607","Ben Sinnott","TE /ColumbusWaterloo, IA","TE",50,429000,2400,NA,NA,"kansas state wildcats","Big 12","No",0
"608","Corey Dyches","TE /PotomacOxon Hill, MD","TE",87.17,360000,4700,NA,NA,"maryland terrapins","Big Ten","No",0
"609","Drake Dabney","TE /Cy RanchCypress, TX","TE",87.1,341000,3600,NA,NA,"baylor bears","Big 12","No",0
