"","Name","High School","Position","Rating","College","NIL Valuation","Followers"
"382","Mazin Richards","EDGE /CentennialBurleson, TX","EDGE",0,"Recruits",112000,778
"383","Desmond Umeozulu","EDGE /Charles Herbert FlowersUpper Marlboro, MD","EDGE",93.05,"South Carolina Gamecocks",108000,12300
"384","Kenyatta Jackson Jr.","EDGE /Chaminade-Madonna PrepHollywood, FL","EDGE",96.3,"Ohio State Buckeyes",107000,12100
"385","Byron Turner Jr.","EDGE /St. AugustineNew Orleans, LA","EDGE",89.33,"Florida State Seminoles",106000,4000
"386","Jeremiah Alexander","EDGE /ThompsonAlabaster, AL","EDGE",98.07,"Alabama Crimson Tide",106000,29000
"387","Jack Pyburn","EDGE /The Bolles SchoolJacksonville, FL","EDGE",87.55,"Florida Gators",104000,10800
"388","Marvin Jones Jr.","EDGE /American HeritageFort Lauderdale, FL","EDGE",97.5,"Georgia Bulldogs",104000,32000
"389","Fadil Diggs","EDGE /Woodrow WilsonCamden, NJ","EDGE",92.48,"Texas Am Aggies",101000,10600
"390","Elijah McAllister","EDGE /Rumson-Fair HavenRumson, NJ","EDGE",86.73,"Auburn Tigers",1e+05,9500
"391","Jalen McLeod","EDGE /Friendship Collegiate AcademyWashington, DC","EDGE",80.15,"Auburn Tigers",99000,7500
"392","Romello Height","EDGE /DublinDublin, GA","EDGE",89.67,"Usc Trojans",98000,4400
"393","Xavier Thomas","EDGE /IMG AcademyBradenton, FL","EDGE",99.33,"Clemson Tigers",98000,165000
"394","Blaise Gunnerson","EDGE /Kuemper Catholic School SystemCarroll, IA","EDGE",88.13,"Nebraska Cornhuskers",98000,10200
"395","T.J. Searcy","EDGE /Upson-LeeThomaston, GA","EDGE",91.34,"Florida Gators",97000,6100
"396","Chaz Chambliss","EDGE /CarrolltonCarrollton, GA","EDGE",89.52,"Georgia Bulldogs",93000,11300
"397","Jonathan Ross","EDGE /St. CharlesWaldorf, MD","EDGE",0,"Usf Bulls",93000,3800
"398","Adonijah Green","EDGE /Cedar GroveEllenwood, GA","EDGE",92.24,"Louisville Cardinals",92000,3900
"399","Bradyn Swinson","EDGE /Chapel HillDouglasville, GA","EDGE",88.07,"Lsu Tigers",91000,18500
"400","Adisa Isaac","EDGE /CanarsieBrooklyn, NY","EDGE",93.53,"Penn State Nittany Lions",90000,5100
"401","Tate Ratledge","IOL /Darlington SchoolRome, GA","IOL",96.25,"Georgia Bulldogs",504000,32000
"402","Zak Zinter","IOL /Buckingham Browne & Nichols SchoolNorth Andover, MA","IOL",90.13,"Michigan Wolverines",496000,27000
"403","Matthew Jones","IOL /Erasmus HallBrooklyn, NY","IOL",94.86,"Ohio State Buckeyes",484000,8400
"404","Jonah Savaiinaea","IOL /St Louis SchoolHonolulu, HI","IOL",87.13,"Arizona Wildcats",393000,4200
"405","Matt Lee","IOL /Hagerty Oviedo, FL","IOL",80.75,"Miami Hurricanes",383000,5900
"406","Marcellus Marshall","IOL /MorgantownMorgantown, WV","IOL",80.15,"Ucf Knights",363000,1200
"407","Jackson Powers-Johnson","IOL /Corner CanyonDraper, UT","IOL",91.73,"Oregon Ducks",349000,31000
"408","Tyler Booker","IOL /IMG AcademyBradenton, FL","IOL",97.02,"Alabama Crimson Tide",316000,29000
"409","Drake Nugent","IOL /Highlands RanchLittleton, CO","IOL",84.3,"Michigan Wolverines",312000,3600
"410","Marcus Harper","IOL /Homewood-FlossmoorChicago, IL","IOL",85.93,"Oregon Ducks",289000,14800
"411","Clay Webb","IOL /OxfordOxford, AL","IOL",97.64,"Jacksonville State Gamecocks",288000,3300
"412","Zach Frazier","IOL /FairmontFairmont, WV","IOL",87.2,"West Virginia Mountaineers",280000,7100
"413","Gunner Britton","IOL /ConwayConway, SC","IOL",77.27,"Auburn Tigers",259000,3800
"414","Sedrick Van Pran","IOL /Warren EastonNew Orleans, LA","IOL",94.59,"Recruits",250000,22000
"415","Justin Dedich","IOL /ChaparralTemecula, CA","IOL",93.92,"Usc Trojans",250000,4700
"416","Kobe Baynes","IOL /SandalwoodJacksonville, FL","IOL",84.37,"Kansas Jayhawks",227000,4300
"417","Blake Zubovic","IOL /Belle VernonBelle Vernon, PA","IOL",88.37,"Pittsburgh Panthers",224000,2900
"418","Justin Osborne","IOL /IMG AcademyFlower Mound, TX","IOL",88.4,"Smu Mustangs",216000,464
"419","Jake Majors","IOL /ProsperProsper, TX","IOL",90.64,"Texas Longhorns",214000,9500
"420","Andrew Raym","IOL /Broken ArrowBroken Arrow, OK","IOL",94.03,"Oklahoma Sooners",204000,15300
"421","Chase Bisontis","IOL /Don Bosco PrepRamsey, NJ","IOL",96.4,"Texas Am Aggies",193000,24000
"422","DJ Campbell","IOL /BowieArlington, TX","IOL",98.26,"Texas Longhorns",191000,21000
"423","Jarrett Kingston","IOL /AndersonAnderson, CA","IOL",79.27,"Recruits",187000,1900
"424","Vinny Sciury","IOL /PerryMassillon, OH","IOL",79.81,"Toledo Rockets",186000,0
"425","Connor Robertson","IOL /WestlakeAustin, TX","IOL",88.67,"Texas Longhorns",185000,8000
"426","Neto Umeozulu","IOL /AllenAllen, TX","IOL",95,"Texas Longhorns",184000,6600
"427","Donovan Jackson","IOL /EpiscopalBellaire, TX","IOL",97.92,"Ohio State Buckeyes",184000,19600
"428","Cole Hutson","IOL /FriscoFrisco, TX","IOL",88.98,"Texas Longhorns",184000,6300
"429","J'ven Williams","IOL /WyomissingReading, PA","IOL",96.45,"Penn State Nittany Lions",177000,9600
"430","Josh Braun","IOL /SuwanneeLive Oak, FL","IOL",90.54,"Arkansas Razorbacks",168000,5800
"431","Beaux Limmer","IOL /Tyler LeeTyler, TX","IOL",86.57,"Arkansas Razorbacks",166000,4100
"432","Joe Michalski","IOL /St. Thomas AquinasOverland Park, KS","IOL",82.83,"Oklahoma State Cowboys",162000,1600
"433","Emmanuel Pregnon","IOL /Thomas JeffersonDenver, CO","IOL",0,"Usc Trojans",161000,1500
"434","Javion Cohen","IOL /CentralPhenix City, AL","IOL",90.16,"Miami Hurricanes",154000,14800
"435","Alex Birchmeier","IOL /Broad RunAshburn, VA","IOL",95.83,"Penn State Nittany Lions",146000,10900
"436","Cooper Mays","IOL /Knoxville CatholicKnoxville, TN","IOL",90.18,"Tennessee Volunteers",146000,42000
"437","Jaydon Chatman","IOL /Harker HeightsHarker Heights, TX","IOL",91.87,"Texas Longhorns",144000,3500
"438","Micah Mazzccua","IOL /St. Frances AcademyBaltimore, MD","IOL",86.4,"Recruits",143000,2400
"439","Carson Hinzman","IOL /Saint Croix CentralHammond, WI","IOL",92.59,"Ohio State Buckeyes",142000,32000
"440","Charles Turner","IOL /IMG AcademyBradenton, FL","IOL",88.67,"Lsu Tigers",142000,7200
"441","Xavier Delgado","IOL /Deer ValleyGlendale, AZ","IOL",80.9,"Missouri Tigers",135000,1400
"442","Addison Nichols","IOL /Greater Atlanta Christian SchoolNorcross, GA","IOL",92.62,"Tennessee Volunteers",135000,14400
"443","Javontez Spraggins","IOL /East St. LouisEast Saint Louis, IL","IOL",87.5,"Tennessee Volunteers",132000,10600
"444","Jackson Lampley","IOL /Montgomery Bell AcademyNashville, TN","IOL",91.01,"Tennessee Volunteers",132000,8800
"445","Isaiah Adams","IOL /McClellan CatholicAjax, ON","IOL",88.43,"Illinois Fighting Illini",130000,1400
"446","Marcus Tate","IOL /TRU Prep AcademyMiami Gardens, FL","IOL",93,"Clemson Tigers",129000,8200
"447","Kyle Hergel","IOL /Clarkson Football NorthToronto, ON","IOL",0,"Boston College Eagles",126000,3200
"448","Miles Frazier","IOL /Milford AcademyCamden, NJ","IOL",81.33,"Lsu Tigers",125000,8000
"449","Roderick Kearney","IOL /Orange ParkOrange Park, FL","IOL",93.61,"Florida Gators",125000,86000
"450","Miles McVay","IOL /East St. LouisEast Saint Louis, IL","IOL",92.5,"Alabama Crimson Tide",124000,12600
"451","T.J. Shanahan","IOL /WestlakeOrlando, FL","IOL",92.62,"Texas Am Aggies",123000,18600
"452","Bucky Williams","IOL /RinggoldRinggold, GA","IOL",0,"Appalachian State Mountaineers",121000,1600
"453","Garrett Curran","IOL /Granite HillsEl Cajon, CA","IOL",82.38,"Boise State Broncos",120000,1500
"454","McKade Mettauer","IOL /The WoodlandsThe Woodlands, TX","IOL",86.73,"Oklahoma Sooners",120000,42000
"455","DJ Chester","IOL /Eagle's Landing ChristianConyers, GA","IOL",93.48,"Lsu Tigers",117000,3100
"456","Steven Jones","IOL /ChaparralTemecula, CA","IOL",90.77,"Oregon Ducks",116000,6800
"457","Harris Sewell","IOL /PermianOdessa, TX","IOL",92.96,"Clemson Tigers",114000,8600
"458","Spencer Fano","IOL /TimpviewProvo, UT","IOL",94.86,"Utah Utes",112000,5200
"459","Tanner Miller","IOL /ValenciaValencia, CA","IOL",0,"Recruits",112000,1200
"460","Keiondre Jones","IOL /CallawayHogansville, GA","IOL",92.21,"Florida State Seminoles",109000,74000
"461","Jager Burton","IOL /Frederick DouglassLexington, KY","IOL",93.75,"Kentucky Wildcats",108000,11200
"462","Christian Hilborn","IOL /HighlandSalt Lake City, UT","IOL",81.72,"Washington State Cougars",103000,1100
"463","Maurice Smith","IOL /Miami CentralMiami, FL","IOL",84.6,"Florida State Seminoles",102000,9700
"464","Willis Patrick","IOL /MansfieldMansfield, TX","IOL",0,"Recruits",102000,2400
"465","Casey Roddick","IOL /St. BonaventureVentura, CA","IOL",84.75,"Florida State Seminoles",102000,8500
"466","Caleb Lomu","IOL /HighlandGilbert, AZ","IOL",94.03,"Utah Utes",101000,3900
"467","Jaylen Early","IOL /DuncanvilleDuncanville, TX","IOL",89.39,"Florida State Seminoles",101000,7000
"468","Gus Zilinskas","IOL /Cherry CreekEnglewood, CO","IOL",80.75,"Rutgers Scarlet Knights",98000,2100
"469","J.D. Duplain","IOL /StrongsvilleStrongsville, OH","IOL",85.67,"Michigan State Spartans",97000,1400
"470","Bryce Foster","IOL /TaylorKaty, TX","IOL",95.96,"Texas Am Aggies",96000,24000
"471","Enokk Vimahi","IOL /KahukuKahuku, HI","IOL",93.58,"Ohio State Buckeyes",95000,6400
"472","Mason Murphy","IOL /J Serra CatholicSan Juan Capistrano, CA","IOL",88.71,"Usc Trojans",95000,3500
"473","Richie Leonard","IOL /CocoaCocoa, FL","IOL",86.47,"Florida Gators",95000,11200
"474","Kam Dewberry","IOL /AtascocitaHumble, TX","IOL",95.45,"Texas Am Aggies",94000,20000
"475","Gino Quinones","IOL /St. LouisHonolulu, HI","IOL",82.83,"Usc Trojans",94000,1500
"476","Micah Morris","IOL /Camden CountyKingsland, GA","IOL",95.43,"Georgia Bulldogs",93000,28000
"477","Kelton Smith","IOL /CarverColumbus, GA","IOL",92.27,"Georgia Bulldogs",93000,3700
"478","Kingsley Eguakun","IOL /SandalwoodJacksonville, FL","IOL",86.53,"Florida Gators",93000,6800
"479","Sioape Vatikani","IOL /Bishop ManogueReno, NV","IOL",86.92,"California Golden Bears",93000,2400
"480","Dmitri Emmanuel","IOL /Marvin RidgeWaxhaw, NC","IOL",79,"Florida State Seminoles",92000,2600
"481","Branson Hickman","IOL /JesuitDallas, TX","IOL",80.63,"Smu Mustangs",92000,2000
"482","Jake Slaughter","IOL /Trinity CatholicOcala, FL","IOL",86.77,"Florida Gators",92000,4100
"483","Tate Johnson","IOL /CallawayHogansville, GA","IOL",88.67,"Auburn Tigers",91000,7400
"484","Avery Jones","IOL /HavelockHavelock, NC","IOL",90.88,"Auburn Tigers",90000,5000
"485","Nouredin Nouili","IOL /NorrisFirth, NE","IOL",79.27,"Colorado State Rams",90000,9400
"486","Henry Lutovsky","IOL /Mount PleasantMount Pleasant, IA","IOL",88.4,"Nebraska Cornhuskers",89000,6400
"487","Ethan Piper","IOL /Norfolk CatholicNorfolk, NE","IOL",82.53,"Nebraska Cornhuskers",89000,5900
"488","Ben Scott","IOL /St. LouisHonolulu, HI","IOL",80.97,"Nebraska Cornhuskers",89000,4600
"489","Dametrious Crownover","IOL /GrandviewGrandview, TX","IOL",89,"Texas Am Aggies",88000,4000
"490","Justin Evans-Jenkins","IOL /IrvingtonIrvington, NJ","IOL",82.07,"Nebraska Cornhuskers",88000,2900
"491","Markee Anderson","IOL /DormanRoebuck, SC","IOL",92.75,"South Carolina Gamecocks",87000,5600
"492","Bob Schick","IOL /WasatchEphraim, UT","IOL",0,"Virginia Tech Hokies",87000,1600
"493","Nick Dawkins","IOL /ParklandAllentown, PA","IOL",84.47,"Penn State Nittany Lions",87000,18300
"494","Josh Padilla","IOL /WayneDayton, OH","IOL",91.08,"Ohio State Buckeyes",86000,5500
"495","Jalen Farmer","IOL /EastsideCovington, GA","IOL",87.28,"Florida Gators",84000,1400
"496","Xavier Truss","IOL /Bishop HendrickenWarwick, RI","IOL",91.5,"Georgia Bulldogs",84000,11900
"497","JB Nelson","IOL /Mt. LebanonPittsburgh, PA","IOL",91.73,"Penn State Nittany Lions",83000,3900
"498","Vega Ioane","IOL /Graham-KapowsinGraham, WA","IOL",87.9,"Penn State Nittany Lions",83000,4100
"499","Michael Jurgens","IOL /DamascusDamascus, MD","IOL",84.1,"Wake Forest Demon Deacons",82000,2800
"500","Saleem Wormley","IOL /SmyrnaSmyrna, DE","IOL",89.77,"Penn State Nittany Lions",82000,2300
"501","Olu Fashanu","OT /Gonzaga Washington, DC","OT",88.7,"Penn State Nittany Lions",789000,9800
"502","Christian Jones","OT /Cy WoodsCypress, TX","OT",85.93,"Texas Longhorns",741000,5900
"503","Ajani Cornelius","OT /Archbishop StepinacWhite Plains, NY","OT",0,"Oregon Ducks",688000,5700
"504","Joe Alt","OT /Totino-GraceMinneapolis, MN","OT",89.7,"Notre Dame Fighting Irish",656000,5300
"505","Kelvin Banks","OT /Summer CreekHumble, TX","OT",97.49,"Texas Longhorns",594000,19700
"506","Delmar Glaze","OT /West MecklenburgCharlotte, NC","OT",81.42,"Maryland Terrapins",551000,413
"507","Amarius Mims","OT /Bleckley CountyCochran, GA","OT",98.41,"Recruits",547000,43000
"508","Taliese Fuaga","OT /Mount TahomaTacoma, WA","OT",81.87,"Oregon State Beavers",526000,1400
"509","Cooper Beebe","OT /PiperKansas City, KS","OT",82.65,"Kansas State Wildcats",515000,3800
"510","Roger Rosengarten","OT /Valor ChristianLittleton, CO","OT",92.46,"Washington Huskies",5e+05,4600
"511","JC Latham","OT /IMG AcademyBradenton, FL","OT",99.37,"Alabama Crimson Tide",476000,20000
"512","Kadyn Proctor","OT /Southeast PolkDes Moines, IA","OT",98.83,"Alabama Crimson Tide",464000,46000
"513","Hollin Pierce","OT /Fork Union Military AcademyTrenton, NJ","OT",0,"Rutgers Scarlet Knights",446000,2200
"514","Wyatt Milum","OT /Spring ValleyHuntington, WV","OT",92.75,"West Virginia Mountaineers",386000,5900
"515","Walter Rouse","OT /Sidwell Friends SchoolWashington, DC","OT",88.37,"Oklahoma Sooners",367000,6900
"516","Troy Fautanu","OT /LibertyHenderson, NV","OT",89.87,"Washington Huskies",348000,3500
"517","Nick Rosi","OT /Olentangy LibertyPowell, OH","OT",0,"Toledo Rockets",328000,902
"518","Javon Foster","OT /West BloomfieldWest Bloomfield, MI","OT",82.2,"Missouri Tigers",326000,2700
"519","Francis Mauigoa","OT /IMG AcademyBradenton, FL","OT",98.77,"Miami Hurricanes",322000,23000
"520","Michael Tarquin","OT /North MarionCitra, FL","OT",89.94,"Usc Trojans",317000,6100
"521","Bless Harris","OT /St. AugustineNew Orleans, LA","OT",77.94,"Florida State Seminoles",310000,17600
"522","Dillon Wade","OT /Cy FallsHouston, TX","OT",79.15,"Auburn Tigers",305000,8200
"523","Devonte Gordon","OT /Maret SchoolWashington, DC","OT",84.63,"Wake Forest Demon Deacons",301000,4000
"524","Samson Okunlola","OT /Thayer AcademyBrockton, MA","OT",97.74,"Miami Hurricanes",299000,34000
"525","Kingsley Suamataia","OT /OremOrem, UT","OT",97.4,"Byu Cougars",296000,33000
"526","Graham Barton","OT /RavenwoodBrentwood, TN","OT",86,"Duke Blue Devils",273000,3500
"527","Zalance Heard","OT /NevilleMonroe, LA","OT",97.49,"Lsu Tigers",268000,3200
"528","Bryce Cabeldue","OT /ClovisClovis, NM","OT",79.78,"Kansas Jayhawks",265000,2100
"529","Jonah Monheim","OT /MoorparkMoorpark, CA","OT",89.67,"Usc Trojans",263000,2500
"530","Gottlieb Ayedze","OT /NorthwestGermantown, MD","OT",0,"Maryland Terrapins",262000,276
"531","Josh Fryar","OT /Beech GroveBeech Grove, IN","OT",88.07,"Ohio State Buckeyes",235000,5400
"532","Gerald Mincey","OT /Cardinal GibbonsFort Lauderdale, FL","OT",86.27,"Tennessee Volunteers",229000,22000
"533","Armand Membou","OT /Lee's Summit NorthLees Summit, MO","OT",88.93,"Missouri Tigers",220000,27000
"534","Austin Barber","OT /Trinity Christian AcademyJacksonville, FL","OT",87.47,"Florida Gators",218000,3300
"535","Will Campbell","OT /NevilleMonroe, LA","OT",96.56,"Lsu Tigers",217000,33000
"536","Riley Mahlman","OT /Lakeville SouthLakeville, MN","OT",92.77,"Wisconsin Badgers",214000,3400
"537","Valentin Senn","OT /AustriaVolders","OT",0,"Connecticut Huskies",204000,2600
"538","Monroe Freeling","OT /Oceanside Collegiate AcademyMount Pleasant, SC","OT",97.14,"Georgia Bulldogs",199000,6200
"539","Savion Washington","OT /St. Vincent-St. MaryAkron, OH","OT",79.52,"Colorado Buffaloes",195000,2600
"540","Cameron Williams","OT /DuncanvilleDuncanville, TX","OT",90.9,"Texas Longhorns",190000,17400
"541","Matt Goncalves","OT /Eastport-South ManorManorville, NY","OT",86.57,"Pittsburgh Panthers",189000,2400
"542","Hayden Conner","OT /TaylorKaty, TX","OT",89.46,"Texas Longhorns",185000,10700
"543","Earnest Greene","OT /St. John BoscoBellflower, CA","OT",96.27,"Georgia Bulldogs",181000,11100
"544","Josh Conerly Jr.","OT /Rainier BeachSeattle, WA","OT",96.63,"Oregon Ducks",179000,11000
"545","Jordan Morgan","OT /MaranaMarana, AZ","OT",81.57,"Arizona Wildcats",163000,1500
"546","Monroe Mills","OT /Father ToltonColumbia, MO","OT",82.2,"Texas Tech Red Raiders",158000,2500
"547","Luke Montgomery","OT /FindlayFindlay, OH","OT",94.5,"Ohio State Buckeyes",156000,46000
"548","Wilkin Formby","OT /NorthridgeTuscaloosa, AL","OT",94.42,"Alabama Crimson Tide",152000,6900
"549","Caleb Rogers","OT /Lake RidgeMansfield, TX","OT",83.5,"Texas Tech Red Raiders",152000,1100
"550","Jalen Rivers","OT /OakleafOrange Park, FL","OT",92.75,"Miami Hurricanes",145000,7800
"551","Charles Jagusah","OT /AllemanRock Island, IL","OT",96.04,"Notre Dame Fighting Irish",142000,2500
"552","John Campbell","OT /Dr. PhillipsOrlando, FL","OT",88.03,"Tennessee Volunteers",141000,24000
"553","Xavier Hill","OT /Olive BranchOlive Branch, MS","OT",88.37,"Memphis Tigers",132000,2100
"554","Ollie Lane","OT /GibbsCorryton, TN","OT",84.43,"Tennessee Volunteers",132000,9100
"555","Cayden Green","OT /Lee's Summit NorthLees Summit, MO","OT",94.39,"Oklahoma Sooners",131000,18200
"556","Dayne Davis","OT /Sullivan EastBluff City, TN","OT",0,"Recruits",131000,5700
"557","Andrej Karic","OT /Southlake CarrollSouthlake, TX","OT",90,"Tennessee Volunteers",131000,5200
"558","Jeremiah Crawford","OT /GoddardGoddard, KS","OT",84.53,"Tennessee Volunteers",131000,5300
"559","Olaus Alinen","OT /The Loomis Chaffee SchoolWindsor, CT","OT",92.66,"Alabama Crimson Tide",128000,18400
"560","Bo Hughley","OT /Langston HughesFairburn, GA","OT",93.54,"Georgia Bulldogs",125000,14500
"561","Marques Cox","OT /PeoriaPeoria, IL","OT",82.5,"Kentucky Wildcats",121000,4900
"562","Marcus Mbow","OT /Wauwatosa EastMilwaukee, WI","OT",83.8,"Purdue Boilermakers",119000,20000
"563","Julian Armella","OT /St. Thomas AquinasMiami, FL","OT",92.47,"Florida State Seminoles",116000,66000
"564","Isaiah Wright","OT /St. Peters PrepMetuchen, NJ","OT",82.87,"Buffalo Bulls",114000,3300
"565","Chimdy Onoh","OT /DundalkDundalk, MD","OT",91.47,"Penn State Nittany Lions",113000,4400
"566","Elijah Paige","OT /PinnaclePhoenix, AZ","OT",91.94,"Usc Trojans",111000,3900
"567","Lucas Simmons","OT /Clearwater Academy InternationalClearwater, FL","OT",93.59,"Florida State Seminoles",111000,6600
"568","Timothy McKay","OT /WakefieldRaleigh, NC","OT",86.33,"Nc State Wolfpack",110000,8800
"569","Darrell Simpson","OT /NorthwestJustin, TX","OT",91.01,"Tulsa Golden Hurricane",109000,4800
"570","William Parker","OT /Pearl-CohnNashville, TN","OT",89.33,"Uab Blazers",105000,1700
"571","Anthony Belton","OT /Florida State Univ. SchoolTallahassee, FL","OT",0,"Recruits",102000,6500
"572","Robert Scott Jr.","OT /ConwayConway, AR","OT",88.07,"Florida State Seminoles",101000,7700
"573","Darius Washington","OT /West Florida TechPensacola, FL","OT",88.17,"Florida State Seminoles",1e+05,5900
"574","Jeremiah Byers","OT /AndersonAustin, TX","OT",78.77,"Florida State Seminoles",99000,3600
"575","Ozzy Trapilo","OT /Boston CollegeBoston, MA","OT",92.03,"Boston College Eagles",97000,3500
"576","Garrett DiGiorgio","OT /SerranoPhelan, CA","OT",85.93,"Ucla Bruins",97000,1700
"577","Marcus Bryant","OT /Cedar RidgeRound Rock, TX","OT",81.42,"Smu Mustangs",96000,2100
"578","George Fitzpatrick","OT /Cherry CreekEnglewood, CO","OT",91.23,"Ohio State Buckeyes",96000,6700
"579","Jeremiah Wright","OT /SelmaSelma, AL","OT",86.83,"Auburn Tigers",95000,12700
"580","Jakob James","OT /ElderCincinnati, OH","OT",84.73,"Ohio State Buckeyes",95000,5200
"581","Damieon George","OT /North ShoreHouston, TX","OT",89.67,"Florida Gators",94000,9300
"582","Sataoa Laumea","OT /Eisenhower SeniorRialto, CA","OT",89.7,"Utah Utes",94000,2600
"583","Jordan Spasojevic-Moko","OT /Brisbane RhinosBrisbane, QLD","OT",89,"Texas Am Aggies",93000,13500
"584","Cade Beresford","OT /WoodinvilleWoodinville, WA","OT",86.56,"Boise State Broncos",92000,1000
"585","Stanton Ramil","OT /ThompsonAlabaster, AL","OT",91.82,"Michigan State Spartans",92000,4200
"586","Tyree Adams","OT /St. AugustineMarrero, LA","OT",92.17,"Lsu Tigers",92000,4300
"587","Aireontae Ersery","OT /RuskinKansas City, MO","OT",84.7,"Minnesota Golden Gophers",91000,636
"588","Kameron Stutts","OT /BrooksKillen, AL","OT",86.9,"Auburn Tigers",91000,7600
"589","Turner Corcoran","OT /Lawrence Free StateLawrence, KS","OT",95.51,"Nebraska Cornhuskers",90000,8700
"590","Bryce Benhart","OT /Lakeville NorthLakeville, MN","OT",93.25,"Nebraska Cornhuskers",90000,7600
"591","Reuben Fatheree","OT /FosterRichmond, TX","OT",95.23,"Texas Am Aggies",89000,6200
"592","Trey Zuhn","OT /Fossil RidgeFort Collins, CO","OT",90.86,"Texas Am Aggies",88000,3300
"593","Landon Tengwall","OT /Good CounselOlney, MD","OT",95.1,"Penn State Nittany Lions",86000,11900
"594","Drew Shelton","OT /Downingtown WestDowningtown, PA","OT",93.56,"Penn State Nittany Lions",86000,10000
"595","Jordan Herman","OT /Fort MillHutchinson, KS","OT",0,"Florida Gators",85000,2400
"596","Xavier Bausley","OT /South CharlestonCharleston, WV","OT",0,"Recruits",84000,409
"597","Caedan Wallace","OT /Hun School Princeton, NJ","OT",95.21,"Penn State Nittany Lions",82000,4800
"598","Chad Lindberg","OT /Clear CreekLeague City, TX","OT",91.9,"Georgia Bulldogs",82000,9500
"599","Jaden Muskrat","OT /Bentonville WestCenterton, AR","OT",77.6,"Auburn Tigers",82000,1100
"600","Austin Blaske","OT /South EffinghamGuyton, GA","OT",87.53,"Georgia Bulldogs",81000,6700
"601","Brock Bowers","TE /NapaNapa, CA","TE",95.28,"Georgia Bulldogs",708000,128000
"602","Ja'Tavion Sanders","TE /RyanDenton, TX","TE",97.98,"Texas Longhorns",675000,32000
"603","Cade Stover","TE /LexingtonMansfield, OH","TE",93.69,"Ohio State Buckeyes",591000,56000
"604","Ben Sinnott","TE /ColumbusWaterloo, IA","TE",0,"Kansas State Wildcats",448000,2400
"605","Jaheim Bell","TE /ValdostaValdosta, GA","TE",89.67,"Florida State Seminoles",435000,49000
"606","Mitchell Evans","TE /WadsworthWadsworth, OH","TE",88.8,"Notre Dame Fighting Irish",427000,5700
"607","Gavin Bartholomew","TE /Blue MountainSchuylkill Haven, PA","TE",82.57,"Pittsburgh Panthers",390000,7000
"608","Corey Dyches","TE /PotomacOxon Hill, MD","TE",87.17,"Maryland Terrapins",375000,4700
"609","Colston Loveland","TE /GoodingGooding, ID","TE",90.5,"Michigan Wolverines",358000,25000
"610","Erick All","TE /FairfieldFairfield, OH","TE",89.37,"Iowa Hawkeyes",358000,29000
"611","Mason Taylor","TE /St. Thomas AquinasFort Lauderdale, FL","TE",87.33,"Lsu Tigers",337000,22000
"612","Michael Harrison","TE /San Francisco, CA","TE",0,"Recruits",298000,3100
"613","Ben Yurosek","TE /Bakersfield ChristianBakersfield, CA","TE",88.43,"Stanford Cardinal",284000,2700
"614","Trey Knox","TE /BlackmanMurfreesboro, TN","TE",91.11,"South Carolina Gamecocks",269000,48000
"615","Drake Dabney","TE /Cy RanchCypress, TX","TE",87.1,"Baylor Bears",262000,3600
"616","Jared Wiley","TE /TempleTemple, TX","TE",87.1,"Tcu Horned Frogs",259000,10500
"617","Amari Niblack","TE /LakewoodClearwater, FL","TE",94.58,"Alabama Crimson Tide",258000,8700
"618","Jake Johnson","TE /Oconee CountyBogart, GA","TE",95.1,"Texas Am Aggies",245000,26000
"619","Justin Joly","TE /Iona Preparatory SchoolNew Rochelle, NY","TE",0,"Connecticut Huskies",235000,1600
"620","Rivaldo Fairweather","TE /Boyd AndersonFort Lauderdale, FL","TE",81.23,"Auburn Tigers",223000,5200
"621","McCallan Castles","TE /South TahoeSouth Lake Tahoe, CA","TE",89.67,"Tennessee Volunteers",207000,4900
"622","Jahleel Billingsley","TE /Phillips AcademyChicago, IL","TE",90.33,"Recruits",207000,22000
"623","Arlis Boardingham","TE /BirminghamVan Nuys, CA","TE",87.88,"Florida Gators",2e+05,6800
"624","Luke Hasz","TE /BixbyBixby, OK","TE",91.93,"Arkansas Razorbacks",195000,21000
"625","Gunnar Helm","TE /Cherry CreekEnglewood, CO","TE",86.47,"Texas Longhorns",193000,7500
"626","Oscar Delp","TE /West ForsythCumming, GA","TE",94.87,"Georgia Bulldogs",193000,43000
"627","David Martin-Robinson","TE /HempfieldLandisville, PA","TE",81.78,"Temple Owls",185000,3400
"628","Jack Westover","TE /Mount SiSnoqualmie, WA","TE",0,"Washington Huskies",180000,3500
"629","R.J. Maryland","TE /Southlake CarrollSouthlake, TX","TE",89.28,"Smu Mustangs",176000,3200
"630","Michael Trigg","TE /Carrollwood DayTampa, FL","TE",92.83,"Ole Miss Rebels",164000,46000
"631","Cade Conley","TE /WilliamstonWilliamston, MI","TE",0,"Marshall Thundering Herd",163000,499
"632","Kole Taylor","TE /CentralGrand Junction, CO","TE",88.4,"West Virginia Mountaineers",161000,4800
"633","Thomas Fidone","TE /Lewis CentralCouncil Bluffs, IA","TE",95.27,"Nebraska Cornhuskers",161000,31000
"634","Lake McRee","TE /Lake TravisAustin, TX","TE",88.67,"Usc Trojans",161000,8600
"635","Pearce Spurlin","TE /South WaltonSanta Rosa Beach, FL","TE",95.42,"Georgia Bulldogs",152000,18300
"636","Jake Briningstool","TE /RavenwoodBrentwood, TN","TE",94.35,"Clemson Tigers",148000,14600
"637","Jacob Warren","TE /FarragutKnoxville, TN","TE",86.77,"Tennessee Volunteers",148000,19600
